Model Name,Dataset Size,Translation X, Translation Y,Rotation,Scale,Shear X, Shear Y,Top-1 Accuracy,Top-5 Accuracy
clip_large,5000,0,-50,0.0,1.0,0,0,0.6900,0.9094
clip_large,5000,0,0,30,1.0,0,0,0.6576,0.8762
clip_large,5000,0,0,60,1.0,0,0,0.6114,0.8450
clip_large,5000,0,0,90,1.0,0,0,0.6714,0.8978
clip_large,5000,0,0,120,1.0,0,0,0.5498,0.7996
clip_large,5000,0,0,150,1.0,0,0,0.5312,0.7852
clip_large,5000,0,0,180,1.0,0,0,0.6252,0.8668
clip_large,5000,0,0,210,1.0,0,0,0.5310,0.7830
clip_large,5000,0,0,240,1.0,0,0,0.5490,0.7956
clip_large,5000,0,0,270,1.0,0,0,0.6700,0.8976
clip_large,5000,0,0,300,1.0,0,0,0.5976,0.8388
clip_large,5000,0,0,330,1.0,0,0,0.6602,0.8746
clip_large,5000,0,0,0.0,0.5,0,0,0.6576,0.8810
clip_large,5000,0,0,0.0,1.5,0,0,0.6452,0.8736
clip_large,5000,0,0,0.0,2.0,0,0,0.5402,0.7830
clip_large,5000,0,0,0.0,1.0,25,0,0.6654,0.8850
clip_large,5000,0,0,0.0,1.0,0,25,0.6540,0.8814
clip_large,5000,0,0,0.0,1.0,-25,0,0.6642,0.8820
clip_large,5000,0,0,0.0,1.0,0,-25,0.6544,0.8808
clip_large,5000,0,0,0.0,1.0,50,0,0.4634,0.7120
clip_large,5000,0,0,0.0,1.0,0,50,0.4640,0.7110
clip_large,5000,0,0,0.0,1.0,-50,0,0.4550,0.7100
clip_large,5000,0,0,0.0,1.0,0,-50,0.4628,0.7156
siglip_large,5000,0,0,0.0,1.0,0,0,0.2434,0.4102
siglip_large,5000,25,0,0.0,1.0,0,0,0.2376,0.4072
siglip_large,5000,0,25,0.0,1.0,0,0,0.2412,0.4116
